airport_id,iata_code,airport_name,icao_code,city,country,latitude,longitude
3436,,Twentynine Palms (Self) Airport,KNXP,Twenty Nine Palms,United States of America,34.2961998,-116.1620026
3437,FSM,Fort Smith Regional Airport,KFSM,Fort Smith,United States of America,35.3366012573,-94.367401123
3438,MRI,Merrill Field,PAMR,Anchorage,United States of America,61.2135009766,-149.8439941406
3439,GNT,Grants-Milan Municipal Airport,KGNT,Grants,United States of America,35.167301178,-107.902000427
3440,PNC,Ponca City Regional Airport,KPNC,Ponca City,United States of America,36.73199844,-97.09980011
3441,SVN,Hunter Army Air Field,KSVN,Hunter Aaf,United States of America,32.00999832,-81.14569855
3442,GFK,Grand Forks International Airport,KGFK,Grand Forks,United States of America,47.949299,-97.176102
3443,PBF,"Pine Bluff Regional Airport, Grider Field",KPBF,Pine Bluff,United States,34.1731,-91.9356
3444,NSE,Whiting Field Naval Air Station - North,KNSE,Milton,United States of America,30.7241993,-87.02189636
3445,HNM,Hana Airport,PHHN,Hana,United States of America,20.7956008911,-156.0140075684
3446,PRC,Ernest A. Love Field,KPRC,Prescott,United States of America,34.65449905,-112.4199982
3447,TTN,Trenton Mercer Airport,KTTN,Trenton,United States of America,40.2766990662,-74.8134994507
3448,BOS,General Edward Lawrence Logan International Airport,KBOS,Boston,United States of America,42.36429977,-71.00520325
3449,SUU,Travis Air Force Base,KSUU,Fairfield,United States of America,38.2626991272,-121.9270019531
3450,RME,Griffiss International Airport,KRME,Rome,United States of America,43.23379898,-75.40699768
3451,ENV,Wendover Airport,KENV,Wendover,United States of America,40.7187004089,-114.03099823
3452,BFM,Mobile Downtown Airport,KBFM,Mobile,United States of America,30.6268005371,-88.0680999756
3453,OAK,Metropolitan Oakland International Airport,KOAK,Oakland,United States of America,37.721298,-122.221001
3454,OMA,Eppley Airfield,KOMA,Omaha,United States of America,41.3032,-95.894096
3455,,Port Angeles Cgas Airport,KNOW,Port Angeles,United States of America,48.1414985657,-123.4140014648
3456,OGG,Kahului Airport,PHOG,Kahului,United States of America,20.8986,-156.429993
3457,ICT,Wichita Eisenhower National Airport,KICT,Wichita,United States of America,37.649899,-97.433098
3458,MCI,Kansas City International Airport,KMCI,Kansas City,United States of America,39.2976,-94.713898
3459,MSN,Dane County Regional Truax Field,KMSN,Madison,United States of America,43.1399002075,-89.3375015259
3460,DLG,Dillingham Airport,PADL,Dillingham,United States of America,59.04470062,-158.5050049
3461,HRO,Boone County Airport,KHRO,Harrison,United States of America,36.2615013123,-93.1547012329
3462,PHX,Phoenix Sky Harbor International Airport,KPHX,Phoenix,United States of America,33.434299469,-112.0120010376
3463,BGR,Bangor International Airport,KBGR,Bangor,United States of America,44.8073997498,-68.8281021118
3464,FXE,Fort Lauderdale Executive Airport,KFXE,Fort Lauderdale,United States of America,26.1972999573,-80.1707000732
3465,GGG,East Texas Regional Airport,KGGG,Longview,United States of America,32.3839988708,-94.7115020752
3466,AND,Anderson Regional Airport,KAND,Andersen,United States of America,34.4945983887,-82.7093963623
3467,GEG,Spokane International Airport,KGEG,Spokane,United States of America,47.6198997498,-117.533996582
3468,HWO,North Perry Airport,KHWO,Hollywood,United States of America,26.0012,-80.2407
3469,SFO,San Francisco International Airport,KSFO,San Francisco,United States of America,37.6189994812,-122.375
3470,CTB,Cut Bank International Airport,KCTB,Cutbank,United States of America,48.6083984375,-112.375999451
3471,ARA,Acadiana Regional Airport,KARA,Louisiana,United States of America,30.0378,-91.883904
3472,GNV,Gainesville Regional Airport,KGNV,Gainesville,United States of America,29.6900997162,-82.2717971802
3473,MEM,Memphis International Airport,KMEM,Memphis,United States of America,35.0424003601,-89.9766998291
3474,DUG,Bisbee Douglas International Airport,KDUG,Douglas,United States of America,31.4689998627,-109.603996277
3475,BIG,Allen Army Airfield,PABI,Delta Junction,United States of America,63.9944992065,-145.722000122
3476,CNW,TSTC Waco Airport,KCNW,Waco,United States of America,31.6378002167,-97.0740966797
3477,ANN,Annette Island Airport,PANT,Annette Island,United States of America,55.0424003601,-131.5720062256
3478,CAR,Caribou Municipal Airport,KCAR,Caribou,United States of America,46.8714981079,-68.0178985596
3479,LRF,Little Rock Air Force Base,KLRF,Jacksonville,United States of America,34.9169006348,-92.1496963501
3480,HUA,Redstone Army Air Field,KHUA,Redstone,United States of America,34.67869949,-86.68479919
3481,POB,Pope Field,KPOB,Fort Bragg,United States of America,35.1708984375,-79.014503479
3482,DHT,Dalhart Municipal Airport,KDHT,Dalhart,United States of America,36.0225982666,-102.54699707
3483,DLF,DLF Airport,KDLF,Del Rio,United States of America,29.359501,-100.778002
3484,LAX,Los Angeles International Airport,KLAX,Los Angeles,United States of America,33.94250107,-118.4079971
3485,ANB,Anniston Regional Airport,KANB,Anniston,United States of America,33.5882,-85.8581
3486,CLE,Cleveland Hopkins International Airport,KCLE,Cleveland,United States of America,41.4117012024,-81.8498001099
3487,DOV,Dover Air Force Base,KDOV,Dover,United States of America,39.12950134,-75.46600342
3488,CVG,Cincinnati Northern Kentucky International Airport,KCVG,Cincinnati,United States of America,39.0488014221,-84.6678009033
3489,FME,Tipton Airport,KFME,Fort Meade,United States of America,39.0853996277,-76.7593994141
3490,,China Lake Naws (Armitage Field) Airport,KNID,China Lake,United States of America,35.6853981,-117.6920013
3491,HON,Huron Regional Airport,KHON,Huron,United States of America,44.3852005005,-98.2285003662
3492,JNU,Juneau International Airport,PAJN,Juneau,United States of America,58.3549995422,-134.5760040283
3493,LFT,Lafayette Regional Airport,KLFT,Lafayette,United States of America,30.20529938,-91.98760223
3494,EWR,Newark Liberty International Airport,KEWR,Newark,United States of America,40.6925010681,-74.1687011719
3495,BOI,Boise Air Terminal/Gowen Field,KBOI,Boise,United States of America,43.5644,-116.223
3496,INS,Creech Air Force Base,KINS,Indian Springs,United States of America,36.5872001648,-115.672996521
3497,GCK,Garden City Regional Airport,KGCK,Garden City,United States of America,37.9275016785,-100.723999023
3498,MOT,Minot International Airport,KMOT,Minot,United States of America,48.2593994141,-101.2799987793
3499,HHI,Wheeler Army Airfield,PHHI,Wahiawa,United States of America,21.48349953,-158.0399933
3500,MXF,Maxwell Air Force Base,KMXF,Montgomery,United States of America,32.3829,-86.365799
3501,,Robinson Army Air Field,KRBM,Robinson,United States of America,34.85010147,-92.30020142
3502,DAL,Dallas Love Field,KDAL,Dallas,United States of America,32.847099,-96.851799
3503,FCS,Butts AAF (Fort Carson) Air Field,KFCS,Fort Carson,United States of America,38.67839813,-104.7570038
3504,HLN,Helena Regional Airport,KHLN,Helena,United States of America,46.6068000793,-111.983001709
3505,NKX,Miramar Marine Corps Air Station - Mitscher Field,KNKX,Miramar,United States of America,32.86840057,-117.1429977
3506,LUF,Luke Air Force Base,KLUF,Phoenix,United States of America,33.5349998474,-112.383003235
3507,,Hurlburt Field,KHRT,Mary Esther,United States of America,30.4277992249,-86.6893005371
3508,HHR,Jack Northrop Field Hawthorne Municipal Airport,KHHR,Hawthorne,United States of America,33.922798,-118.334999
3509,HUL,Houlton International Airport,KHUL,Houlton,United States of America,46.1231002808,-67.792098999
3510,END,Vance Air Force Base,KEND,Enid,United States of America,36.3391990662,-97.9164962769
3511,NTD,Point Mugu Naval Air Station (Naval Base Ventura Co),KNTD,Point Mugu,United States of America,34.120300293,-119.121002197
3512,EDW,Edwards Air Force Base,KEDW,Edwards Afb,United States of America,34.905399,-117.884003
3513,LCH,Lake Charles Regional Airport,KLCH,Lake Charles,United States of America,30.1261005402,-93.2232971191
3514,KOA,Ellison Onizuka Kona International At Keahole Airport,PHKO,Kona,United States of America,19.738783,-156.045603
3515,MYR,Myrtle Beach International Airport,KMYR,Myrtle Beach,United States of America,33.6796989441,-78.9282989502
3516,NLC,Lemoore Naval Air Station (Reeves Field) Airport,KNLC,Lemoore,United States of America,36.33300018,-119.9520035
3517,ACK,Nantucket Memorial Airport,KACK,Nantucket,United States of America,41.25310135,-70.06020355
3518,FAF,Felker Army Air Field,KFAF,Fort Eustis,United States of America,37.1324996948,-76.6088027954
3519,HOP,Campbell AAF (Fort Campbell) Air Field,KHOP,Hopkinsville,United States of America,36.668598175,-87.4962005615
3520,DCA,Ronald Reagan Washington National Airport,KDCA,Washington,United States of America,38.8521,-77.037697
3521,NHK,Patuxent River Naval Air Station (Trapnell Field),KNHK,Patuxent River,United States of America,38.285999,-76.411797
3522,PSX,Palacios Municipal Airport,KPSX,Palacios,United States of America,28.7275009155,-96.2509994507
3523,BYH,Arkansas International Airport,KBYH,Blytheville,United States of America,35.9642982483,-89.9440002441
3524,ACY,Atlantic City International Airport,KACY,Atlantic City,United States of America,39.4575996399,-74.5772018433
3525,TIK,Tinker Air Force Base,KTIK,Oklahoma City,United States of America,35.4146995544,-97.3865966797
3526,ECG,Elizabeth City Regional Airport & Coast Guard Air Station,KECG,Elizabeth City,United States of America,36.26060104,-76.17459869
3527,PUB,Pueblo Memorial Airport,KPUB,Pueblo,United States of America,38.289100647,-104.497001648
3528,PQI,Northern Maine Regional Airport at Presque Isle,KPQI,Presque Isle,United States of America,46.68899918,-68.0447998
3530,GRF,Gray Army Air Field,KGRF,Fort Lewis,United States of America,47.07920074,-122.5810013
3531,ADQ,Kodiak Airport,PADQ,Kodiak,United States of America,57.75,-152.4940033
3532,UPP,Upolu Airport,PHUP,Opolu,United States of America,20.2653007507,-155.8600006104
3533,FLL,Fort Lauderdale Hollywood International Airport,KFLL,Fort Lauderdale,United States of America,26.072599,-80.152702
3534,,Muskogee-Davis Regional Airport,KMKO,Muskogee,United States of America,35.656502,-95.366699
3535,INL,Falls International Airport,KINL,International Falls,United States of America,48.5662002563,-93.4030990601
3536,SLC,Salt Lake City International Airport,KSLC,Salt Lake City,United States of America,40.7883987427,-111.9779968262
3537,CDS,Childress Municipal Airport,KCDS,Childress,United States of America,34.4337997437,-100.288002014
3538,BIX,Keesler Air Force Base,KBIX,Biloxi,United States of America,30.4104003906,-88.9244003296
3539,LSF,Lawson Army Air Field (Fort Benning),KLSF,Fort Benning,United States of America,32.3372993469,-84.9913024902
3540,NQI,Kingsville Naval Air Station,KNQI,Kingsville,United States of America,27.5072002411,-97.8097000122
3541,FRI,Marshall Army Air Field,KFRI,Fort Riley,United States of America,39.05530167,-96.76450348
3542,MDT,Harrisburg International Airport,KMDT,Harrisburg,United States of America,40.1935005188,-76.7633972168
3543,LNK,Lincoln Airport,KLNK,Lincoln,United States of America,40.8510017395,-96.7592010498
3544,LAN,Capital City Airport,KLAN,Lansing,United States of America,42.7787017822,-84.5874023438
3545,MUE,Waimea Kohala Airport,PHMU,Kamuela,United States of America,20.0013008118,-155.6679992676
3546,MSS,Massena International Richards Field,KMSS,Massena,United States of America,44.935798645,-74.8455963135
3547,HKY,Hickory Regional Airport,KHKY,Hickory,United States of America,35.74110031,-81.38950348
3548,SPG,Albert Whitted Airport,KSPG,St. Petersburg,United States of America,27.7651,-82.626999
3549,FMY,Page Field,KFMY,Fort Myers,United States of America,26.58659935,-81.8632965088
3550,IAH,George Bush Intercontinental Houston Airport,KIAH,Houston,United States of America,29.9843997955,-95.3414001465
3551,,Millinocket Municipal Airport,KMLT,Millinocket,United States of America,45.6478004456,-68.6856002808
3552,ADW,Joint Base Andrews,KADW,Camp Springs,United States of America,38.810799,-76.866997
3553,INT,Smith Reynolds Airport,KINT,Winston-salem,United States of America,36.1337013245,-80.2220001221
3554,VCV,Southern California Logistics Airport,KVCV,Victorville,United States of America,34.5974998474,-117.383003235
3555,CEW,Bob Sikes Airport,KCEW,Crestview,United States of America,30.778799057,-86.522102356
3556,,Wheeler Sack Army Air Field,KGTB,Fort Drum,United States of America,44.05559921,-75.71949768
3557,PHN,St Clair County International Airport,KPHN,Port Huron,United States of America,42.9109993,-82.52890015
3558,BFL,Meadows Field,KBFL,Bakersfield,United States of America,35.43360138,-119.0569992
3559,ELP,El Paso International Airport,KELP,El Paso,United States of America,31.80719948,-106.3779984
3560,HRL,Valley International Airport,KHRL,Harlingen,United States of America,26.2285003662,-97.6544036865
3561,CAE,Columbia Metropolitan Airport,KCAE,Columbia,United States of America,33.9388008118,-81.1194992065
3562,DMA,Davis Monthan Air Force Base,KDMA,Tucson,United States of America,32.1665000916,-110.883003235
3563,NPA,Pensacola Naval Air Station/Forrest Sherman Field,KNPA,Pensacola,United States of America,30.35269928,-87.31860352
3564,PNS,Pensacola Regional Airport,KPNS,Pensacola,United States of America,30.473400116,-87.1865997314
3565,RDR,Grand Forks Air Force Base,KRDR,Red River,United States of America,47.961101532,-97.4011993408
3566,HOU,William P Hobby Airport,KHOU,Houston,United States of America,29.64539909,-95.27890015
3567,BFK,Buckley Air Force Base,KBKF,Buckley,United States of America,39.7016983032,-104.751998901
3568,ORT,Northway Airport,PAOR,Northway,United States of America,62.9612999,-141.9290009
3569,PAQ,"Warren ""Bud"" Woods Palmer Municipal Airport",PAAQ,Palmer,United States of America,61.594898,-149.08901
3570,PIT,Pittsburgh International Airport,KPIT,Pittsburgh,United States of America,40.49150085,-80.23290253
3571,BRW,Wiley Post Will Rogers Memorial Airport,PABR,Barrow,United States of America,71.285402,-156.766008
3572,EFD,Ellington Airport,KEFD,Houston,United States of America,29.6072998047,-95.1587982178
3573,NUW,Whidbey Island Naval Air Station (Ault Field),KNUW,Whidbey Island,United States of America,48.351799,-122.655998
3574,ALI,Alice International Airport,KALI,Alice,United States of America,27.7409000397,-98.0269012451
3575,VAD,Moody Air Force Base,KVAD,Valdosta,United States of America,30.9678001404,-83.1930007935
3576,MIA,Miami International Airport,KMIA,Miami,United States of America,25.7931995392,-80.2906036377
3577,SEA,Seattle Tacoma International Airport,KSEA,Seattle,United States of America,47.449001,-122.308998
3578,CHA,Lovell Field,KCHA,Chattanooga,United States of America,35.0353012085,-85.2037963867
3579,BDR,Igor I Sikorsky Memorial Airport,KBDR,Stratford,United States of America,41.1635017395,-73.1261978149
3580,JAN,Jackson-Medgar Wiley Evers International Airport,KJAN,Jackson,United States of America,32.3111991882,-90.0758972168
3581,GLS,Scholes International At Galveston Airport,KGLS,Galveston,United States of America,29.2653007507,-94.8603973389
3582,LGB,Long Beach /Daugherty Field/ Airport,KLGB,Long Beach,United States of America,33.81769943,-118.1520004
3583,HDH,Dillingham Airfield,PHDH,Dillingham,United States of America,21.5795001984,-158.197006226
3584,IPT,Williamsport Regional Airport,KIPT,Williamsport,United States of America,41.2417984009,-76.9210968018
3585,IND,Indianapolis International Airport,KIND,Indianapolis,United States of America,39.7173,-86.294403
3586,SZL,Whiteman Air Force Base,KSZL,Knobnoster,United States of America,38.7303009033,-93.5478973389
3587,AKC,Akron Fulton International Airport,KAKR,Akron,United States of America,41.0374984741,-81.4669036865
3588,GWO,Greenwood–Leflore Airport,KGWO,Greenwood,United States of America,33.4943008423,-90.0847015381
3589,HPN,Westchester County Airport,KHPN,White Plains,United States of America,41.0670013428,-73.7076034546
3590,FOK,Francis S Gabreski Airport,KFOK,West Hampton Beach,United States of America,40.8437004089,-72.6317977905
3591,JBR,Jonesboro Municipal Airport,KJBR,Jonesboro,United States of America,35.8316993713,-90.6464004517
3592,XSD,Tonopah Test Range Airport,KTNX,Tonopah,United States of America,37.7988014221,-116.78099823
3593,LNA,Palm Beach County Park Airport,KLNA,West Palm Beach,United States of America,26.59300041,-80.08509827
3594,NZY,North Island Naval Air Station-Halsey Field,KNZY,San Diego,United States of America,32.69919968,-117.2149963
3595,BIF,Biggs Army Air Field (Fort Bliss),KBIF,El Paso,United States of America,31.84950066,-106.3799973
3596,YUM,Yuma MCAS/Yuma International Airport,KNYL,Yuma,United States of America,32.65660095,-114.6060028
3597,CNM,Cavern City Air Terminal,KCNM,Carlsbad,United States of America,32.3375015259,-104.2630004883
3598,DLH,Duluth International Airport,KDLH,Duluth,United States of America,46.8420982361,-92.1936035156
3599,BET,Bethel Airport,PABE,Bethel,United States of America,60.77980042,-161.8379974
3600,LOU,Bowman Field,KLOU,Louisville,United States of America,38.2280006409,-85.6636962891
3601,FHU,Sierra Vista Municipal Libby Army Air Field,KFHU,Fort Huachuca,United States of America,31.5884990692,-110.34400177
3602,LIH,Lihue Airport,PHLI,Lihue,United States of America,21.9759998322,-159.3390045166
3603,HUF,"Terre Haute Regional Airport, Hulman Field",KHUF,Terre Haute,United States,39.4515,-87.307602
3604,HVR,Havre City County Airport,KHVR,Havre,United States of America,48.54299927,-109.762001
3605,MWH,Grant County International Airport,KMWH,Grant County Airport,United States of America,47.20769882,-119.3199997
3606,MPV,Edward F Knapp State Airport,KMPV,Montpelier,United States of America,44.20349884,-72.56230164
3607,,San Nicolas Island Nolf Airport,KNSI,San Nicolas Island,United States of America,33.2397994995,-119.4580001831
3608,RIC,Richmond International Airport,KRIC,Richmond,United States of America,37.5051994324,-77.3197021484
3609,SHV,Shreveport Regional Airport,KSHV,Shreveport,United States of America,32.446602,-93.8256
3610,CDV,Merle K (Mudhole) Smith Airport,PACV,Cordova,United States of America,60.4917984,-145.4779968
3611,ORF,Norfolk International Airport,KORF,Norfolk,United States of America,36.8945999146,-76.2012023926
3612,BPT,Southeast Texas Regional Airport,KBPT,Beaumont,United States of America,29.950799942,-94.0206985474
3613,SAV,Savannah Hilton Head International Airport,KSAV,Savannah,United States of America,32.12760162,-81.20210266
3614,HIF,Hill Air Force Base,KHIF,Ogden,United States of America,41.12403,-111.973086
3615,OME,Nome Airport,PAOM,Nome,United States of America,64.5121994019,-165.4450073242
3616,,Scappoose Industrial Airpark,KSPB,San Luis,United States of America,45.7709999084,-122.8619995117
3617,PIE,St Petersburg Clearwater International Airport,KPIE,St. Petersburg,United States of America,27.91020012,-82.68740082
3618,MNM,Menominee Regional Airport,KMNM,Macon,United States of America,45.126701,-87.638397
3619,CXO,Conroe-North Houston Regional Airport,KCXO,Conroe,United States of America,30.351801,-95.414497
3620,SCC,Deadhorse Airport,PASC,Deadhorse,United States of America,70.19470215,-148.4649963
3621,SAT,San Antonio International Airport,KSAT,San Antonio,United States of America,29.533700943,-98.4698028564
3622,ROC,Greater Rochester International Airport,KROC,Rochester,United States of America,43.1189002991,-77.6724014282
3623,COF,Patrick Air Force Base,KCOF,Coco Beach,United States of America,28.2348995209,-80.6100997925
3624,TEB,Teterboro Airport,KTEB,Teterboro,United States of America,40.8501014709,-74.060798645
3625,RCA,Ellsworth Air Force Base,KRCA,Rapid City,United States of America,44.14500046,-103.1039963
3626,RDU,Raleigh Durham International Airport,KRDU,Raleigh-durham,United States of America,35.8776016235,-78.7874984741
3627,DAY,James M Cox Dayton International Airport,KDAY,Dayton,United States of America,39.9024009705,-84.2193984985
3628,ENA,Kenai Municipal Airport,PAEN,Kenai,United States of America,60.5731010437,-151.2449951172
3629,MLC,Mc Alester Regional Airport,KMLC,Mcalester,United States of America,34.882401,-95.783501
3630,IAG,Niagara Falls International Airport,KIAG,Niagara Falls,United States of America,43.1072998047,-78.9461975098
3631,CFD,Coulter Field,KCFD,Bryan,United States of America,30.7157001495,-96.3313980103
3632,LIY,Wright AAF (Fort Stewart)/Midcoast Regional Airport,KLHW,Wright,United States of America,31.889099,-81.562303
3633,PHF,Newport News Williamsburg International Airport,KPHF,Newport News,United States of America,37.13190079,-76.49299622
3634,ESF,Esler Regional Airport,KESF,Alexandria,United States of America,31.3948993683,-92.2957992554
3635,LTS,Altus Air Force Base,KLTS,Altus,United States of America,34.667098999,-99.2667007446
3636,TUS,Tucson International Airport,KTUS,Tucson,United States of America,32.1161003113,-110.9410018921
3637,MIB,Minot Air Force Base,KMIB,Minot,United States of America,48.4156,-101.358002
3638,BAB,Beale Air Force Base,KBAB,Marysville,United States of America,39.136100769,-121.43699646
3639,IKK,Greater Kankakee Airport,KIKK,Kankakee,United States of America,41.0713996887,-87.8462982178
3640,GSB,Seymour Johnson Air Force Base,KGSB,Goldsboro,United States of America,35.33940125,-77.96060181
3641,PVD,Theodore Francis Green State Airport,KPVD,Providence,United States of America,41.732601,-71.420403
3642,SBY,Salisbury Ocean City Wicomico Regional Airport,KSBY,Salisbury,United States of America,38.3404998779,-75.5102996826
3643,,Rancho Murieta Airport,KRIU,Rancho Murieta,United States of America,38.4868011475,-121.1029968262
3644,BUR,Bob Hope Airport,KBUR,Burbank,United States of America,34.2006988525,-118.3590011597
3645,DTW,Detroit Metropolitan Wayne County Airport,KDTW,Detroit,United States of America,42.2123985291,-83.3534011841
3646,TPA,Tampa International Airport,KTPA,Tampa,United States of America,27.9755001068,-82.533203125
3647,PMB,Pembina Municipal Airport,KPMB,Pembina,United States of America,48.9425010681,-97.2407989502
3648,POE,Polk Army Air Field,KPOE,Fort Polk,United States of America,31.0447998,-93.1917038
3649,EIL,Eielson Air Force Base,PAEI,Fairbanks,United States of America,64.66570282,-147.102005
3650,HIB,Range Regional Airport,KHIB,Hibbing,United States of America,47.38660049,-92.83899689
3651,LFK,Angelina County Airport,KLFK,Lufkin,United States of America,31.2339992523,-94.75
3652,MAF,Midland International Airport,KMAF,Midland,United States of America,31.9424991608,-102.202003479
3653,GRB,Austin Straubel International Airport,KGRB,Green Bay,United States of America,44.4850997925,-88.1296005249
3654,ADM,Ardmore Municipal Airport,KADM,Ardmore,United States of America,34.30301,-97.0196342
3655,WRI,Mc Guire Air Force Base,KWRI,Wrightstown,United States of America,40.0155983,-74.59169769
3656,,Cherry Point MCAS /Cunningham Field/,KNKT,Cherry Point,United States of America,34.90090179,-76.88069916
3657,,Emanuel County Airport,KSBO,Santa Barbara,United States of America,32.6091003418,-82.3699035645
3658,AGS,Augusta Regional At Bush Field,KAGS,Bush Field,United States of America,33.3698997498,-81.9645004272
3659,ISN,Sloulin Field International Airport,KISN,Williston,United States of America,48.177898407,-103.641998291
3660,LIT,Bill & Hillary Clinton National Airport/Adams Field,KLIT,Little Rock,United States of America,34.7294006348,-92.2242965698
3661,SWF,Stewart International Airport,KSWF,Newburgh,United States of America,41.5041007996,-74.1047973633
3662,BDE,Baudette International Airport,KBDE,Baudette,United States of America,48.7284011841,-94.612197876
3663,SAC,Sacramento Executive Airport,KSAC,Sacramento,United States of America,38.5125007629,-121.492996216
3664,HOM,Homer Airport,PAHO,Homer,United States of America,59.6455993652,-151.4770050049
3665,TBN,Waynesville-St. Robert Regional Forney field,KTBN,Fort Leonardwood,United States of America,37.74160004,-92.14070129
3666,MGE,Dobbins Air Reserve Base,KMGE,Marietta,United States of America,33.91540146,-84.51629639
3667,SKA,Fairchild Air Force Base,KSKA,Spokane,United States of America,47.6151008606,-117.65599823
3668,HTL,Roscommon County - Blodgett Memorial Airport,KHTL,Houghton Lake,United States of America,44.359798,-84.671095
3669,PAM,Tyndall Air Force Base,KPAM,Panama City,United States of America,30.0695991516,-85.5754013062
3670,DFW,Dallas Fort Worth International Airport,KDFW,Dallas-Fort Worth,United States of America,32.896801,-97.038002
3671,MLB,Melbourne International Airport,KMLB,Melbourne,United States of America,28.1028003693,-80.6453018188
3672,TCM,McChord Air Force Base,KTCM,Tacoma,United States of America,47.1376991272,-122.475997925
3673,AUS,Austin Bergstrom International Airport,KAUS,Austin,United States of America,30.1944999695,-97.6698989868
3674,LCK,Rickenbacker International Airport,KLCK,Columbus,United States of America,39.813801,-82.927803
3675,MQT,Sawyer International Airport,KSAW,Gwinn,United States of America,46.3535995483,-87.395401001
3676,TYS,McGhee Tyson Airport,KTYS,Knoxville,United States of America,35.81100082,-83.9940033
3677,HLR,Hood Army Air Field,KHLR,Fort Hood,United States of America,31.1387004852,-97.7145004272
3678,STL,St Louis Lambert International Airport,KSTL,St. Louis,United States of America,38.748697,-90.370003
3679,MIV,Millville Municipal Airport,KMIV,Millville,United States of America,39.367802,-75.072197
3680,SPS,Sheppard Air Force Base-Wichita Falls Municipal Airport,KSPS,Wichita Falls,United States of America,33.9888,-98.491898
3681,LUK,Cincinnati Municipal Airport Lunken Field,KLUK,Cincinnati,United States of America,39.10329819,-84.41860199
3682,ATL,Hartsfield Jackson Atlanta International Airport,KATL,Atlanta,United States of America,33.6367,-84.428101
3683,MER,Castle Airport,KMER,Merced,United States of America,37.38050079,-120.5680008
3684,MCC,Mc Clellan Airfield,KMCC,Sacramento,United States of America,38.66759872,-121.401001
3685,GRR,Gerald R. Ford International Airport,KGRR,Grand Rapids,United States of America,42.88079834,-85.52279663
3686,INK,Winkler County Airport,KINK,Wink,United States of America,31.7796001434,-103.200996399
3687,FAT,Fresno Yosemite International Airport,KFAT,Fresno,United States of America,36.7761993408,-119.7180023193
3688,VRB,Vero Beach Regional Airport,KVRB,Vero Beach,United States of America,27.6556,-80.417901
3689,IPL,Imperial County Airport,KIPL,Imperial,United States of America,32.8342018127,-115.57900238
3690,BNA,Nashville International Airport,KBNA,Nashville,United States of America,36.1245002747,-86.6781997681
3691,LRD,Laredo International Airport,KLRD,Laredo,United States of America,27.543800354,-99.4616012573
3692,EDF,Elmendorf Air Force Base,PAED,Anchorage,United States of America,61.2509994507,-149.8070068359
3693,OTZ,Ralph Wien Memorial Airport,PAOT,Kotzebue,United States of America,66.88469696,-162.598999
3694,AOO,Altoona Blair County Airport,KAOO,Altoona,United States of America,40.29639816,-78.31999969
3695,DYS,Dyess Air Force Base,KDYS,Abilene,United States of America,32.4207992554,-99.854598999
3696,ELD,South Arkansas Regional At Goodwin Field,KELD,El Dorado,United States of America,33.2210006714,-92.8133010864
3697,LGA,La Guardia Airport,KLGA,New York,United States of America,40.77719879,-73.87259674
3698,TLH,Tallahassee Regional Airport,KTLH,Tallahassee,United States of America,30.3964996338,-84.3503036499
3699,DPA,Dupage Airport,KDPA,West Chicago,United States of America,41.90779877,-88.24859619
3700,ACT,Waco Regional Airport,KACT,Waco,United States of America,31.6112995148,-97.2304992676
3701,AUG,Augusta State Airport,KAUG,Augusta,United States of America,44.3205986023,-69.7973022461
3702,,Hillsboro Municipal Airport,KINJ,Hillsboro,United States of America,32.08349991,-97.09719849
3703,NIP,Jacksonville Naval Air Station (Towers Field),KNIP,Jacksonville,United States of America,30.2358,-81.680603
3704,MKL,McKellar-Sipes Regional Airport,KMKL,Jackson,United States of America,35.599899,-88.915604
3705,MKK,Molokai Airport,PHMK,Molokai,United States of America,21.1529006958,-157.095993042
3706,FTK,Godman Army Air Field,KFTK,Fort Knox,United States of America,37.9071006775,-85.9720993042
3707,,New River MCAS /H/ /Mccutcheon Fld/ Airport,KNCA,Jacksonville,United States of America,34.70840073,-77.43969727
3708,SJT,San Angelo Regional Mathis Field,KSJT,San Angelo,United States of America,31.3577003479,-100.4960021973
3709,CXL,Calexico International Airport,KCXL,Calexico,United States of America,32.6694984436,-115.513000488
3710,CIC,Chico Municipal Airport,KCIC,Chico,United States of America,39.79539871,-121.8580017
3711,BTV,Burlington International Airport,KBTV,Burlington,United States of America,44.4719009399,-73.1532974243
3712,JAX,Jacksonville International Airport,KJAX,Jacksonville,United States of America,30.4941005707,-81.6878967285
3713,DRO,Durango La Plata County Airport,KDRO,Durango,United States of America,37.1515007019,-107.753997803
3714,IAD,Washington Dulles International Airport,KIAD,Washington,United States of America,38.94449997,-77.45580292
3715,CLL,Easterwood Field,KCLL,College Station,United States of America,30.58860016,-96.36380005
3716,SFF,Felts Field,KSFF,Spokane,United States of America,47.682800293,-117.3229980469
3717,MKE,General Mitchell International Airport,KMKE,Milwaukee,United States of America,42.9472007751,-87.8965988159
3718,ABI,Abilene Regional Airport,KABI,Abilene,United States of America,32.4113006592,-99.6819000244
3719,COU,Columbia Regional Airport,KCOU,Columbia,United States of America,38.8180999756,-92.2195968628
3720,PDX,Portland International Airport,KPDX,Portland,United States of America,45.58869934,-122.5979996
3721,TNT,Dade Collier Training and Transition Airport,KTNT,Miami,United States of America,25.8617992401,-80.8970031738
3722,PBI,Palm Beach International Airport,KPBI,West Palm Beach,United States of America,26.6832008362,-80.0955963135
3723,FTW,Fort Worth Meacham International Airport,KFTW,Fort Worth,United States of America,32.819801,-97.362396
