flight_id,flight_number,flight_duration,departure_time,departure_date,airline_id,airport_src,airport_dst,aircraft_id
4220,FR1130,225 minutes,11:30:00,2017-04-22T00:00:00,4296,699,1472,74
4221,AM1915,84 minutes,19:15:00,2018-12-24T00:00:00,321,1824,1839,165
4222,SK1345,167 minutes,13:45:00,2014-01-02T00:00:00,4319,1354,644,73
4223,HU2000,397 minutes,20:00:00,2016-09-19T00:00:00,2660,2179,1665,20
4224,ZH1615,81 minutes,16:15:00,2013-09-15T00:00:00,4611,3385,3371,14
4225,KL1915,415 minutes,19:15:00,2018-12-04T00:00:00,3090,2188,580,93
4226,OS1400,81 minutes,14:00:00,2018-11-13T00:00:00,491,352,1613,12
4227,PC1500,110 minutes,15:00:00,2018-03-09T00:00:00,3926,4317,2945,74
4228,CM1130,429 minutes,11:30:00,2018-11-08T00:00:00,1889,1871,3988,74
4229,SV1500,134 minutes,15:00:00,2018-12-16T00:00:00,4533,2177,2072,20
4230,SK2045,55 minutes,20:45:00,2018-08-17T00:00:00,4319,645,644,72
4231,AC1500,276 minutes,15:00:00,2018-12-28T00:00:00,330,193,3577,169
4232,AY0945,81 minutes,09:45:00,2018-11-05T00:00:00,2350,421,453,14
4233,US1730,161 minutes,17:30:00,2015-05-18T00:00:00,5265,1678,1701,14
4234,W21045,45 minutes,10:45:00,2018-12-28T00:00:00,18553,448,421,230
4235,TF2215,54 minutes,22:15:00,2017-11-28T00:00:00,3386,711,738,229
4236,AT1100,64 minutes,11:00:00,2018-07-03T00:00:00,4248,5673,1074,74
4237,O61130,175 minutes,11:30:00,2018-01-29T00:00:00,3764,2575,2560,11
4238,FR1800,281 minutes,18:00:00,2018-08-16T00:00:00,4296,458,1230,74
4239,VY2030,136 minutes,20:30:00,2014-03-20T00:00:00,2439,580,3998,14
4240,U22130,126 minutes,21:30:00,2016-10-06T00:00:00,2297,1382,1561,12
4241,B21900,162 minutes,19:00:00,2014-01-02T00:00:00,1478,1555,2954,71
4242,4U2045,166 minutes,20:45:00,2016-09-22T00:00:00,2548,350,1638,12
4243,AY1030,37 minutes,10:30:00,2013-07-05T00:00:00,2350,415,421,6
4244,AT0600,54 minutes,06:00:00,2018-11-23T00:00:00,4248,1079,1074,6
4245,SU2215,163 minutes,22:15:00,2018-10-15T00:00:00,130,1194,2985,12
4246,SK1815,55 minutes,18:15:00,2011-07-14T00:00:00,4319,737,707,72
4247,TF0845,54 minutes,08:45:00,2018-11-21T00:00:00,3386,711,738,229
4248,AY1945,69 minutes,19:45:00,2018-05-06T00:00:00,2350,1612,351,12
4249,TU0800,94 minutes,08:00:00,2011-10-03T00:00:00,4870,1538,287,12
4250,AB1100,167 minutes,11:00:00,2018-12-19T00:00:00,214,351,7447,74
4251,UO1445,214 minutes,14:45:00,2017-07-13T00:00:00,2774,3992,3077,14
4252,DL2145,815 minutes,21:45:00,2018-12-10T00:00:00,2009,3942,3645,81
4253,W61630,143 minutes,16:30:00,2011-12-26T00:00:00,5461,1517,1657,14
4254,AT2115,180 minutes,21:15:00,2017-03-11T00:00:00,4248,5673,580,74
4255,AT1230,210 minutes,12:30:00,2018-10-08T00:00:00,4248,280,1074,74
4256,U20645,159 minutes,06:45:00,2017-06-23T00:00:00,2297,3941,1665,12
4257,U61915,58 minutes,19:15:00,2018-06-06T00:00:00,5234,4029,4274,14
4258,W31745,367 minutes,17:45:00,2017-02-10T00:00:00,20976,813,273,19
4259,ME1745,390 minutes,17:45:00,2013-07-15T00:00:00,3490,2177,248,19
4260,ME1930,119 minutes,19:30:00,2012-03-12T00:00:00,3490,2177,2234,14
4261,FR1030,183 minutes,10:30:00,2018-10-06T00:00:00,4296,1515,478,74
4262,G31030,175 minutes,10:30:00,2016-08-10T00:00:00,1790,2564,2443,74
4263,YM1500,138 minutes,15:00:00,2015-04-12T00:00:00,3539,1743,1382,185
4264,KL0730,81 minutes,07:30:00,2016-02-14T00:00:00,3090,638,580,187
4265,LA0900,76 minutes,09:00:00,2017-01-22T00:00:00,3200,2664,2650,12
4266,JJ1445,584 minutes,14:45:00,2018-05-10T00:00:00,4867,2564,1824,18
4267,SN0830,80 minutes,08:30:00,2018-12-08T00:00:00,1531,302,1526,151
4268,S21615,101 minutes,16:15:00,2018-11-20T00:00:00,241,2997,3020,74
4269,TP1830,63 minutes,18:30:00,2018-12-02T00:00:00,4869,1638,1080,53
4270,4U1630,66 minutes,16:30:00,2018-06-11T00:00:00,2548,353,350,12
4271,7P0630,873 minutes,06:30:00,2018-07-11T00:00:00,1500,1869,6783,146
4272,OA0845,69 minutes,08:45:00,2017-09-26T00:00:00,3776,1194,3941,151
4273,AM1315,97 minutes,13:15:00,2018-12-31T00:00:00,321,1795,1824,165
4274,BC1000,69 minutes,10:00:00,2018-12-10T00:00:00,4740,2307,3943,63
4275,ZB1545,170 minutes,15:45:00,2016-03-07T00:00:00,220,502,7447,16
4276,TU1600,304 minutes,16:00:00,2018-09-05T00:00:00,4870,1084,287,14
4277,TK2100,105 minutes,21:00:00,2018-08-05T00:00:00,4951,1724,4317,74
4278,VA1600,227 minutes,16:00:00,2017-11-06T00:00:00,5360,3351,3999,169
4279,TU1345,361 minutes,13:45:00,2019-01-26T00:00:00,4870,2188,287,12
4280,KL1830,759 minutes,18:30:00,2018-08-04T00:00:00,3090,2564,580,93
4281,UO2045,182 minutes,20:45:00,2016-10-23T00:00:00,2774,3077,2305,14
4282,XK0615,68 minutes,06:15:00,2010-12-29T00:00:00,1909,1324,1335,14
4283,U21300,123 minutes,13:00:00,2018-10-13T00:00:00,2297,1613,502,14
4284,OS1600,125 minutes,16:00:00,2014-05-11T00:00:00,491,1613,3941,14
4285,SG0800,48 minutes,08:00:00,2015-05-02T00:00:00,4375,3112,3081,63
4286,AT1915,216 minutes,19:15:00,2016-12-08T00:00:00,4248,346,1075,74
4287,GS1900,113 minutes,19:00:00,2013-12-08T00:00:00,690,6399,4120,169
4288,H20645,52 minutes,06:45:00,2018-12-16T00:00:00,4737,2662,4312,12
4289,G82215,76 minutes,22:15:00,2018-04-12T00:00:00,2575,3093,3104,14
4290,TG1615,55 minutes,16:15:00,2017-03-03T00:00:00,4940,666,644,73
4291,W31745,367 minutes,17:45:00,2018-11-11T00:00:00,20976,813,273,19
4292,3G0930,142 minutes,09:30:00,2014-06-20T00:00:00,595,273,1063,12
4293,AY0915,612 minutes,09:15:00,2017-12-28T00:00:00,2350,421,3077,26
4294,W31845,59 minutes,18:45:00,2017-07-29T00:00:00,20976,6730,260,151
4295,LX1630,211 minutes,16:30:00,2018-10-17T00:00:00,4559,4029,1665,12
4296,EP1230,69 minutes,12:30:00,2018-12-21T00:00:00,2923,2131,6749,6
4297,CM1330,108 minutes,13:30:00,2017-10-24T00:00:00,1889,2745,2851,169
4298,WF1645,49 minutes,16:45:00,2018-08-05T00:00:00,5439,630,636,151
4299,UA2030,640 minutes,20:30:00,2017-09-04T00:00:00,5209,3550,3988,91
4300,ME2015,241 minutes,20:15:00,2016-05-14T00:00:00,3490,2177,1665,14
4301,IY1300,195 minutes,13:00:00,2018-12-12T00:00:00,5496,2177,3980,18
4302,SK1645,60 minutes,16:45:00,2018-10-24T00:00:00,4319,737,685,229
4303,ME1245,364 minutes,12:45:00,2018-07-27T00:00:00,3490,273,2177,19
4304,W22200,45 minutes,22:00:00,2019-01-17T00:00:00,18553,421,448,230
4305,A31645,194 minutes,16:45:00,2017-06-07T00:00:00,96,1460,4029,14
4306,OS0800,115 minutes,08:00:00,2018-12-07T00:00:00,491,1512,1613,187
4307,EI2000,97 minutes,20:00:00,2013-03-30T00:00:00,837,596,302,14
4308,BT0715,60 minutes,07:15:00,2015-02-22T00:00:00,333,460,3953,151
4309,ST1100,249 minutes,11:00:00,2018-10-29T00:00:00,2547,3989,346,73
4310,TU1645,70 minutes,16:45:00,2010-02-07T00:00:00,4870,287,1157,14
4311,AZ2000,92 minutes,20:00:00,2018-06-27T00:00:00,596,580,664,169
4312,MT1400,211 minutes,14:00:00,2017-03-09T00:00:00,4897,7447,465,16
4313,SG0715,161 minutes,07:15:00,2018-10-05T00:00:00,4375,3144,3093,63
4314,O60600,186 minutes,06:00:00,2019-01-13T00:00:00,3764,2610,2564,14
4315,PS1700,592 minutes,17:00:00,2017-07-02T00:00:00,5282,3797,2939,89
4316,FR2115,110 minutes,21:15:00,2013-04-26T00:00:00,4296,304,1209,74
4317,TL2030,78 minutes,20:30:00,2018-11-22T00:00:00,338,6316,3999,174
4318,TK0600,341 minutes,06:00:00,2014-11-10T00:00:00,4951,1701,4078,74
4319,FR2015,169 minutes,20:15:00,2016-08-06T00:00:00,4296,1218,8414,74
4320,SG1315,142 minutes,13:15:00,2018-06-23T00:00:00,4375,3093,3007,63
4321,IB2200,170 minutes,22:00:00,2016-02-23T00:00:00,2822,1054,1246,119
4322,BE0815,63 minutes,08:15:00,2018-12-03T00:00:00,2421,580,495,166
4323,AS1115,148 minutes,11:15:00,2018-10-24T00:00:00,439,3839,3577,70
4324,MU2145,57 minutes,21:45:00,2018-12-13T00:00:00,1758,580,507,187
4325,UG0900,54 minutes,09:00:00,2016-05-28T00:00:00,5085,291,287,5
4326,TU1600,143 minutes,16:00:00,2018-12-04T00:00:00,4870,1678,293,72
4327,RO2100,126 minutes,21:00:00,2018-07-17T00:00:00,5179,1538,1655,69
4328,UN1500,226 minutes,15:00:00,2019-01-12T00:00:00,5067,1590,2988,74
4329,TU2200,114 minutes,22:00:00,2018-04-21T00:00:00,4870,293,1354,72
4330,TU1915,94 minutes,19:15:00,2018-02-07T00:00:00,4870,287,1218,14
4331,W61930,99 minutes,19:30:00,2017-03-08T00:00:00,5461,1555,1194,14
4332,JQ0800,640 minutes,08:00:00,2018-05-09T00:00:00,3052,2279,3339,19
4333,KC1200,281 minutes,12:00:00,2018-12-25T00:00:00,1006,580,4357,16
4334,U21030,208 minutes,10:30:00,2018-09-08T00:00:00,2297,3941,502,12
4335,DY0630,142 minutes,06:30:00,2018-11-28T00:00:00,3737,644,1489,69
4336,U21400,187 minutes,14:00:00,2012-06-02T00:00:00,2297,337,1452,12
4337,IB0945,315 minutes,09:45:00,2018-12-27T00:00:00,2822,273,1229,12
4338,UN2115,116 minutes,21:15:00,2018-12-03T00:00:00,5067,2960,4029,71
4339,UN0845,494 minutes,08:45:00,2019-01-04T00:00:00,5067,6098,4029,94
4340,OA1730,49 minutes,17:30:00,2014-03-26T00:00:00,3776,3941,1476,151
4341,BE1445,63 minutes,14:45:00,2018-11-28T00:00:00,2421,495,580,151
4342,BT1430,53 minutes,14:30:00,2014-02-15T00:00:00,333,2952,3953,151
4343,SK1630,58 minutes,16:30:00,2018-12-27T00:00:00,4319,737,718,112
4344,HU1445,79 minutes,14:45:00,2015-12-18T00:00:00,2660,6388,3406,74
4345,LA0630,76 minutes,06:30:00,2016-09-07T00:00:00,3200,2650,2664,12
4346,3G1945,142 minutes,19:45:00,2014-07-06T00:00:00,595,1063,273,12
4347,TF0700,44 minutes,07:00:00,2018-04-16T00:00:00,3386,738,746,46
4348,O61515,78 minutes,15:15:00,2018-10-30T00:00:00,3764,2621,2610,14
4349,AT1900,165 minutes,19:00:00,2017-08-23T00:00:00,4248,1075,1418,74
4350,Y41045,83 minutes,10:45:00,2019-01-06T00:00:00,5325,1846,1824,12
4351,CZ0730,117 minutes,07:30:00,2018-09-23T00:00:00,1767,3374,6395,14
4352,O61015,66 minutes,10:15:00,2018-11-22T00:00:00,3764,2555,2618,11
4353,FR1245,183 minutes,12:45:00,2018-10-24T00:00:00,4296,478,1515,74
4354,FR1215,209 minutes,12:15:00,2018-04-01T00:00:00,4296,1075,355,74
4355,NH1730,155 minutes,17:30:00,2018-12-08T00:00:00,324,3942,2387,63
4356,SG1945,132 minutes,19:45:00,2016-07-15T00:00:00,4375,2994,3144,63
4357,TK2030,89 minutes,20:30:00,2017-07-01T00:00:00,4951,5798,1701,12
4358,IB0830,94 minutes,08:30:00,2017-11-17T00:00:00,2822,1074,1229,12
4359,TU0715,157 minutes,07:15:00,2018-12-10T00:00:00,4870,296,1386,72
4360,BE1115,50 minutes,11:15:00,2018-12-13T00:00:00,2421,455,421,6
4361,TU2200,125 minutes,22:00:00,2018-04-27T00:00:00,4870,346,287,72
4362,FR2130,167 minutes,21:30:00,2017-01-04T00:00:00,4296,1472,1525,74
4363,LH0645,35 minutes,06:45:00,2017-09-26T00:00:00,3320,349,629,151
4364,TU2215,76 minutes,22:15:00,2016-10-29T00:00:00,4870,287,210,14
4365,RO0830,76 minutes,08:30:00,2018-09-24T00:00:00,5179,1613,1658,151
4366,AZ0845,285 minutes,08:45:00,2017-12-16T00:00:00,596,4330,1555,14
4367,UX1145,164 minutes,11:45:00,2018-12-31T00:00:00,90,1056,1243,74
4368,TF2000,44 minutes,20:00:00,2018-11-28T00:00:00,3386,738,746,6
4369,FR1530,216 minutes,15:30:00,2019-01-09T00:00:00,4296,1230,708,74
4370,AT0745,169 minutes,07:45:00,2012-01-25T00:00:00,4248,5673,302,74
4371,G31830,71 minutes,18:30:00,2016-08-29T00:00:00,1790,2556,2610,73
4372,SG1445,61 minutes,14:45:00,2018-03-24T00:00:00,4375,2997,3007,63
4373,OS2115,206 minutes,21:15:00,2018-10-18T00:00:00,491,1613,1590,16
4374,W51830,182 minutes,18:30:00,2010-03-08T00:00:00,3370,4330,1701,8
4375,S21815,47 minutes,18:15:00,2018-06-03T00:00:00,241,3093,3098,74
4376,US1430,477 minutes,14:30:00,2014-07-12T00:00:00,5265,3752,580,87
4377,FR1500,147 minutes,15:00:00,2015-12-02T00:00:00,4296,458,1489,74
4378,UN1200,197 minutes,12:00:00,2019-01-01T00:00:00,5067,4029,1472,91
4379,FR1900,176 minutes,19:00:00,2018-07-13T00:00:00,4296,657,1553,74
4380,AZ1430,89 minutes,14:30:00,2018-07-13T00:00:00,596,1562,1509,14
4381,VY2030,99 minutes,20:30:00,2015-03-21T00:00:00,2439,1080,1218,14
4382,TF1515,86 minutes,15:15:00,2017-09-20T00:00:00,3386,302,609,46
4383,SK1145,98 minutes,11:45:00,2015-11-25T00:00:00,4319,724,737,73
4384,UA1200,594 minutes,12:00:00,2012-07-16T00:00:00,5209,1613,3830,91
4385,TK1800,136 minutes,18:00:00,2010-02-25T00:00:00,4951,1701,1551,75
4386,TK2245,276 minutes,22:45:00,2017-06-26T00:00:00,4951,1074,1701,26
4387,S71430,178 minutes,14:30:00,2018-12-28T00:00:00,4329,1486,4029,14
4388,KR1415,232 minutes,14:15:00,2011-03-25T00:00:00,1844,2937,2913,14
4389,WF2115,74 minutes,21:15:00,2018-12-15T00:00:00,5439,634,644,150
4390,ME1030,189 minutes,10:30:00,2017-11-28T00:00:00,3490,2188,2177,19
4391,4U2115,260 minutes,21:15:00,2018-12-23T00:00:00,2548,344,1590,14
4392,FR0645,175 minutes,06:45:00,2018-12-24T00:00:00,4296,1246,1056,74
4393,FR2100,85 minutes,21:00:00,2018-12-20T00:00:00,4296,1439,304,74
4394,4U1730,166 minutes,17:30:00,2016-10-12T00:00:00,2548,1638,350,12
4395,IB0715,65 minutes,07:15:00,2011-06-27T00:00:00,2822,1216,1250,122
4396,FR1700,167 minutes,17:00:00,2017-01-22T00:00:00,4296,1525,1472,74
4397,LH1145,78 minutes,11:45:00,2016-03-18T00:00:00,3320,340,507,69
4398,MS1330,72 minutes,13:30:00,2012-11-28T00:00:00,2143,1128,2177,165
4399,UN0915,206 minutes,09:15:00,2017-03-09T00:00:00,5067,1555,2988,74
4400,U20730,115 minutes,07:30:00,2018-01-15T00:00:00,2297,508,1218,12
4401,U20715,96 minutes,07:15:00,2018-12-13T00:00:00,2297,342,535,12
4402,Y42245,154 minutes,22:45:00,2017-07-03T00:00:00,5325,3462,1804,14
4403,AB2145,178 minutes,21:45:00,2018-09-25T00:00:00,214,1452,1423,14
4404,KL0945,68 minutes,09:45:00,2018-12-21T00:00:00,3090,350,580,187
4405,9U1145,189 minutes,11:45:00,2018-03-31T00:00:00,1073,1735,548,14
4406,UG1645,39 minutes,16:45:00,2016-05-16T00:00:00,5085,291,290,5
4407,AB2245,200 minutes,22:45:00,2018-10-23T00:00:00,214,342,1458,74
4408,WN0645,149 minutes,06:45:00,2013-10-28T00:00:00,4547,3861,3849,69
4409,FR1930,93 minutes,19:30:00,2012-04-26T00:00:00,4296,1553,4166,74
4410,AR0945,52 minutes,09:45:00,2011-09-24T00:00:00,412,6777,2442,169
4411,FR1745,125 minutes,17:45:00,2013-03-28T00:00:00,4296,304,1229,74
4412,Y41730,161 minutes,17:30:00,2018-12-17T00:00:00,5325,1847,1836,12
4413,FR1745,112 minutes,17:45:00,2011-01-14T00:00:00,4296,1251,355,74
4414,AV0630,356 minutes,06:30:00,2018-01-26T00:00:00,515,193,2709,91
4415,TK2145,255 minutes,21:45:00,2017-10-22T00:00:00,4951,1701,2179,16
4416,W31600,68 minutes,16:00:00,2014-06-19T00:00:00,20976,273,260,74
4417,PC2200,97 minutes,22:00:00,2012-09-07T00:00:00,3926,9044,4317,14
4418,LA1000,830 minutes,10:00:00,2017-11-28T00:00:00,3200,2650,1229,100
4419,OS2215,70 minutes,22:15:00,2018-12-16T00:00:00,491,1613,679,151
4420,LX1600,704 minutes,16:00:00,2019-01-04T00:00:00,4559,3406,1678,26
4421,ME0715,264 minutes,07:15:00,2010-08-13T00:00:00,3490,2177,302,14
4422,IR1615,307 minutes,16:15:00,2018-12-25T00:00:00,2922,1524,4330,8
4423,DL1345,851 minutes,13:45:00,2018-12-05T00:00:00,2009,2279,3682,81
4424,CM1145,244 minutes,11:45:00,2018-11-20T00:00:00,1889,1871,1825,169
4425,IR1045,115 minutes,10:45:00,2013-01-26T00:00:00,2922,2114,4331,213
4426,UN2145,303 minutes,21:45:00,2018-06-04T00:00:00,5067,8076,2958,74
4427,AT1200,381 minutes,12:00:00,2018-01-16T00:00:00,4248,886,1074,74
4428,TK1430,103 minutes,14:30:00,2013-02-13T00:00:00,4951,2177,1701,74
4429,UN2015,238 minutes,20:15:00,2017-11-12T00:00:00,5067,4078,4029,70
4430,QU2015,112 minutes,20:15:00,2018-10-12T00:00:00,2104,2945,2988,71
4431,FR1930,182 minutes,19:30:00,2018-11-06T00:00:00,4296,1072,304,74
4432,VS1815,216 minutes,18:15:00,2019-01-22T00:00:00,5347,2988,507,74
4433,UA1415,127 minutes,14:15:00,2018-06-29T00:00:00,5209,3550,1852,75
4434,LA1930,54 minutes,19:30:00,2014-05-02T00:00:00,3200,2649,2651,14
4435,UA1515,678 minutes,15:15:00,2016-12-01T00:00:00,5209,3992,3469,93
4436,4O1945,83 minutes,19:45:00,2018-01-03T00:00:00,17885,1825,1850,14
4437,QR1130,166 minutes,11:30:00,2012-06-19T00:00:00,4091,11051,2177,14
4438,BT1145,60 minutes,11:45:00,2019-01-14T00:00:00,333,3953,460,151
4439,U20630,86 minutes,06:30:00,2016-07-09T00:00:00,2297,502,1678,14
4440,FR1300,176 minutes,13:00:00,2018-02-11T00:00:00,4296,1460,608,74
4441,WF2015,87 minutes,20:15:00,2014-07-04T00:00:00,5439,665,663,151
4442,SG1600,127 minutes,16:00:00,2016-03-04T00:00:00,4375,3146,3043,63
4443,WN2145,158 minutes,21:45:00,2013-08-25T00:00:00,4547,3458,3878,74
4444,LH1400,92 minutes,14:00:00,2017-08-08T00:00:00,3320,1321,340,169
4445,AT1045,54 minutes,10:45:00,2018-11-13T00:00:00,4248,1074,1079,6
4446,LX1415,152 minutes,14:15:00,2015-08-31T00:00:00,4559,1678,3941,16
4447,JH1700,76 minutes,17:00:00,2011-09-04T00:00:00,13200,5997,2312,165
4448,UA1200,315 minutes,12:00:00,2018-09-14T00:00:00,5209,2709,3714,12
4449,XQ1045,56 minutes,10:45:00,2017-09-14T00:00:00,4573,1688,1706,74
4450,H21815,68 minutes,18:15:00,2013-10-05T00:00:00,4737,2656,2665,12
4451,US1015,49 minutes,10:15:00,2012-05-26T00:00:00,5265,3670,3715,181
4452,VX2245,210 minutes,22:45:00,2019-01-15T00:00:00,5331,3673,3469,12
4453,VY1700,121 minutes,17:00:00,2018-06-09T00:00:00,2439,1218,1501,14
4454,AB1330,167 minutes,13:30:00,2018-11-21T00:00:00,214,7447,351,74
4455,SG1045,102 minutes,10:45:00,2018-02-18T00:00:00,4375,3136,3017,63
4456,AC1615,238 minutes,16:15:00,2016-09-24T00:00:00,330,1761,193,12
4457,AB0700,184 minutes,07:00:00,2013-04-12T00:00:00,214,348,1452,74
4458,U21215,69 minutes,12:15:00,2018-12-28T00:00:00,2297,580,491,12
4459,2N1200,40 minutes,12:00:00,2018-11-15T00:00:00,3652,460,442,230
4460,OS2015,70 minutes,20:15:00,2014-08-27T00:00:00,491,351,1613,14
4461,S71030,99 minutes,10:30:00,2016-06-11T00:00:00,4329,421,4029,12
4462,AB1615,597 minutes,16:15:00,2018-11-21T00:00:00,214,345,3576,19
4463,OS1900,87 minutes,19:00:00,2018-12-14T00:00:00,491,1613,629,151
4464,AB1800,184 minutes,18:00:00,2013-03-11T00:00:00,214,1452,348,74
4465,TK1900,193 minutes,19:00:00,2018-10-16T00:00:00,4951,340,1682,74
4466,RJ2045,212 minutes,20:45:00,2018-10-31T00:00:00,4259,2170,1613,14
4467,SG1630,79 minutes,16:30:00,2011-07-24T00:00:00,4375,3084,3093,63
4468,CM2245,104 minutes,22:45:00,2015-12-15T00:00:00,1889,2745,2749,169
4469,KL2245,719 minutes,22:45:00,2012-10-22T00:00:00,3090,580,3992,93
4470,US1815,106 minutes,18:15:00,2018-08-21T00:00:00,5265,3670,1845,181
4471,ME2100,195 minutes,21:00:00,2018-05-06T00:00:00,3490,1555,2177,14
4472,Y41045,104 minutes,10:45:00,2014-06-10T00:00:00,5325,1819,1824,14
4473,VA2230,133 minutes,22:30:00,2018-12-06T00:00:00,5360,3320,3322,169
4474,KE1245,126 minutes,12:45:00,2018-12-21T00:00:00,3163,2370,2279,75
4475,EP0600,52 minutes,06:00:00,2014-09-29T00:00:00,2923,2166,2194,185
4476,6E1945,182 minutes,19:45:00,2017-06-17T00:00:00,2850,6173,3131,14
4477,Y42200,232 minutes,22:00:00,2017-01-04T00:00:00,5325,3830,1824,14
4478,6E0645,161 minutes,06:45:00,2018-08-05T00:00:00,2850,3057,3093,14
4479,W30915,60 minutes,09:15:00,2018-08-20T00:00:00,20976,260,266,151
4480,OS0745,47 minutes,07:45:00,2018-04-24T00:00:00,491,4322,1613,151
4481,AF1700,382 minutes,17:00:00,2013-09-05T00:00:00,137,273,1382,19
4482,S20945,67 minutes,09:45:00,2016-12-21T00:00:00,241,3017,3008,6
4483,UX2100,782 minutes,21:00:00,2018-07-30T00:00:00,90,1229,3988,19
4484,W61315,92 minutes,13:15:00,2019-01-04T00:00:00,5461,3953,664,14
4485,SV1515,161 minutes,15:15:00,2014-06-20T00:00:00,4533,2072,2121,8
4486,MU1645,125 minutes,16:45:00,2016-06-12T00:00:00,1758,3373,3034,63
4487,4U2000,171 minutes,20:00:00,2018-11-02T00:00:00,2548,1626,350,14
4488,TK2230,154 minutes,22:30:00,2018-12-02T00:00:00,4951,1528,1701,74
4489,QR2000,365 minutes,20:00:00,2018-11-12T00:00:00,4091,11051,1678,102
4490,BA1545,77 minutes,15:45:00,2018-06-23T00:00:00,1355,421,3959,165
4491,SK1345,96 minutes,13:45:00,2018-06-18T00:00:00,4319,421,609,120
4492,LA1645,103 minutes,16:45:00,2018-12-07T00:00:00,3200,2709,2895,14
4493,BE0800,64 minutes,08:00:00,2016-11-11T00:00:00,2421,433,421,6
4494,NH1215,66 minutes,12:15:00,2018-12-30T00:00:00,324,3942,2310,121
4495,ME1415,90 minutes,14:15:00,2017-08-16T00:00:00,3490,4130,2177,16
4496,Y41030,113 minutes,10:30:00,2018-08-22T00:00:00,5325,1804,3621,14
4497,DE1545,139 minutes,15:45:00,2018-02-26T00:00:00,1868,1460,340,74
4498,XQ1915,154 minutes,19:15:00,2018-11-30T00:00:00,4573,346,1706,74
4499,A31200,214 minutes,12:00:00,2018-12-03T00:00:00,96,3941,2948,14
4500,U21215,77 minutes,12:15:00,2013-05-19T00:00:00,2297,1218,1665,12
4501,UA1315,88 minutes,13:15:00,2014-08-06T00:00:00,5209,146,3714,165
4502,8Q1115,74 minutes,11:15:00,2018-07-09T00:00:00,3788,1701,8266,14
4503,8T1000,274 minutes,10:00:00,2010-07-16T00:00:00,68,5511,196,146
4504,WF1445,33 minutes,14:45:00,2018-07-27T00:00:00,5439,5587,5580,148
4505,UN2000,741 minutes,20:00:00,2018-04-18T00:00:00,5067,4029,3550,97
4506,UX1645,81 minutes,16:45:00,2017-05-03T00:00:00,90,1247,3998,74
4507,AT1945,48 minutes,19:45:00,2018-07-07T00:00:00,4248,1066,1074,74
4508,UN1715,193 minutes,17:15:00,2015-08-12T00:00:00,5067,1546,4029,91
4509,AZ1245,99 minutes,12:45:00,2014-09-05T00:00:00,596,1529,1508,166
4510,HG0945,127 minutes,09:45:00,2016-02-06T00:00:00,3661,1456,1613,169
4511,EI2100,210 minutes,21:00:00,2018-01-08T00:00:00,837,599,1509,14
4512,SK2200,140 minutes,22:00:00,2014-02-24T00:00:00,4319,1678,737,73
4513,ME0800,108 minutes,08:00:00,2017-07-11T00:00:00,3490,2177,3964,14
4514,4U0715,140 minutes,07:15:00,2018-10-31T00:00:00,2548,350,1462,12
4515,SK2100,46 minutes,21:00:00,2018-12-10T00:00:00,4319,746,737,6
4516,IY0745,195 minutes,07:45:00,2019-01-20T00:00:00,5496,3980,2177,18
4517,A51515,107 minutes,15:15:00,2018-02-07T00:00:00,1203,1403,1354,121
4518,SN1215,221 minutes,12:15:00,2012-01-16T00:00:00,1531,302,1064,12
4519,MU1445,119 minutes,14:45:00,2018-11-18T00:00:00,1758,2327,3406,14
4520,ZI0930,87 minutes,09:30:00,2018-12-08T00:00:00,21,220,1353,12
4521,OS1915,87 minutes,19:15:00,2012-04-26T00:00:00,491,629,1613,151
4522,VS2045,780 minutes,20:45:00,2016-08-25T00:00:00,5347,346,3316,97
4523,FR1915,110 minutes,19:15:00,2013-03-25T00:00:00,4296,1531,548,74
4524,JL1745,625 minutes,17:45:00,2013-09-01T00:00:00,2987,2279,2188,96
4525,AR0615,78 minutes,06:15:00,2016-04-21T00:00:00,412,3988,2443,63
4526,LA1515,48 minutes,15:15:00,2018-06-22T00:00:00,3200,2649,2641,14
4527,O61900,156 minutes,19:00:00,2013-03-22T00:00:00,3764,2531,2559,14
4528,S21600,52 minutes,16:00:00,2015-03-21T00:00:00,241,3143,3131,74
4529,4O1230,83 minutes,12:30:00,2018-01-08T00:00:00,17885,1850,1825,14
4530,AB1945,69 minutes,19:45:00,2018-07-31T00:00:00,214,351,679,151
4531,SK0845,226 minutes,08:45:00,2019-01-11T00:00:00,4319,3941,644,73
4532,TP1715,76 minutes,17:15:00,2018-12-29T00:00:00,4869,1074,1638,185
4533,4O0715,90 minutes,07:15:00,2018-07-25T00:00:00,17885,1824,1845,239
4534,SN0645,112 minutes,06:45:00,2018-04-02T00:00:00,1531,302,644,46
4535,ST1445,169 minutes,14:45:00,2018-11-10T00:00:00,2547,502,1742,73
4536,LH1500,61 minutes,15:00:00,2012-07-24T00:00:00,3320,371,346,121
4537,AT1630,59 minutes,16:30:00,2018-07-15T00:00:00,4248,1074,1078,6
4538,U21045,121 minutes,10:45:00,2010-12-08T00:00:00,2297,1636,1382,12
4539,FR1915,85 minutes,19:15:00,2018-12-01T00:00:00,4296,304,1439,74
4540,B61800,62 minutes,18:00:00,2018-11-23T00:00:00,3029,3797,3862,169
4541,CM1115,404 minutes,11:15:00,2018-11-25T00:00:00,1889,2537,1871,74
4542,WS2030,69 minutes,20:30:00,2018-01-17T00:00:00,5416,172,156,151
