flight_booking_id,flight_id,trip_id,seat,price,travel_class
5918,7145,2001,18A,686,business
695,1304,2001,28I,686,business
1469,3449,2002,12J,834,business
768,2182,2002,4F,434,economy
2396,2023,2003,8C,199,economy
6963,4171,2003,25H,599,business
4811,880,2004,20D,529,business
1398,3883,2004,4A,129,economy
4012,6391,2005,10G,199,economy
1178,876,2005,39H,599,business
3417,1633,2006,9C,77,economy
2596,615,2006,34D,477,business
6861,633,2007,8G,73,economy
4740,6428,2007,22B,473,business
6860,6308,2008,43C,498,business
3109,5944,2008,2D,98,economy
3651,406,2009,1F,728,economy
1083,8121,2009,30B,1128,business
3230,6360,2010,10J,292,economy
427,7569,2010,37C,692,business
3266,134,2011,12I,441,business
5391,767,2011,8I,41,economy
3555,373,2012,2G,198,economy
7640,197,2012,18C,598,business
6825,2031,2013,3A,189,economy
1286,4602,2013,26B,589,business
2620,6078,2014,22A,423,business
7227,3377,2014,37G,423,business
6955,2903,2015,29A,575,business
3997,299,2015,27C,575,business
4370,7138,2016,25H,486,business
2812,4215,2016,29E,486,business
5933,6461,2017,38J,520,business
3556,4907,2017,27J,520,business
5965,3029,2018,31G,531,business
3347,3589,2018,12J,531,business
7710,7892,2019,44C,524,business
2825,4554,2019,30J,524,business
3935,1236,2020,10D,92,economy
3457,1212,2020,21C,492,business
6882,712,2021,22B,414,business
3669,4148,2021,13I,414,business
1927,8152,2022,6J,115,economy
6248,1957,2022,44D,515,business
4769,5275,2023,27G,485,business
6923,8044,2023,44B,485,business
5458,1107,2024,3F,41,economy
7082,3318,2024,10D,41,economy
6515,1479,2025,4I,23,economy
1994,5190,2025,3C,23,economy
6975,2254,2026,36J,701,business
6441,3638,2026,10A,301,economy
7320,1866,2027,34G,474,business
2474,3094,2027,9H,74,economy
3044,5002,2028,43A,534,business
1282,6849,2028,36I,534,business
4493,4233,2029,42I,558,business
592,664,2029,4E,158,economy
4858,766,2030,35E,960,business
3546,2119,2030,8D,560,economy
6774,0,2031,2J,262,economy
3025,1606,2031,4J,262,economy
8145,3614,2032,9H,271,economy
2823,6124,2032,20G,671,business
4011,8062,2033,43E,470,business
1676,6723,2033,6J,70,economy
4834,5568,2034,41G,476,business
1416,1362,2034,25E,476,business
2523,1305,2035,22A,624,business
8151,568,2035,44E,624,business
71,794,2036,36H,686,business
4754,1635,2036,17I,686,business
491,2764,2037,36B,489,business
2519,26,2037,4J,89,economy
7691,174,2038,8C,192,economy
797,6429,2038,36J,592,business
2302,5073,2039,4F,102,economy
6594,2761,2039,14B,502,business
1470,5196,2040,19F,492,business
5987,3157,2040,24G,492,business
7466,7803,2041,8J,91,economy
6344,5456,2041,6D,91,economy
5903,4351,2042,8E,105,economy
1683,7526,2042,13D,505,business
7866,799,2043,21G,416,business
3790,4784,2043,3H,16,economy
6966,7099,2044,1A,42,economy
1887,3084,2044,3H,42,economy
438,3057,2045,44A,429,business
5948,2011,2045,7J,29,economy
8062,4446,2046,30I,547,business
5624,5434,2046,30C,547,business
3707,3085,2047,27A,525,business
5843,6310,2047,33B,525,business
4822,4036,2048,13H,470,business
3228,7119,2048,5E,70,economy
3776,6778,2049,10H,222,economy
2753,5651,2049,28B,622,business
1231,1944,2050,7A,286,economy
6003,752,2050,8I,286,economy
3335,2524,2051,43E,564,business
5468,5045,2051,3I,164,economy
8135,3391,2052,22F,495,business
1768,7589,2052,8I,95,economy
1121,5362,2053,9I,94,economy
7820,2723,2053,22C,494,business
5492,865,2054,41A,450,business
1795,6792,2054,32B,450,business
7223,3353,2055,31F,515,business
3704,1698,2055,22C,515,business
6396,7067,2056,1C,201,economy
2659,6669,2056,18C,601,business
5102,1653,2057,35I,971,business
174,7278,2057,19J,971,business
3525,1629,2058,29G,664,business
1922,5706,2058,28G,664,business
1064,2926,2059,12C,517,business
4715,7503,2059,34A,517,business
7656,6872,2060,13D,445,business
3060,1986,2060,28I,445,business
7733,2040,2061,28D,420,business
2558,6437,2061,9C,20,economy
6747,1084,2062,1I,264,economy
1199,1214,2062,3C,264,economy
3893,259,2063,43D,429,business
2327,2037,2063,4D,29,economy
4098,4288,2064,34G,427,business
3084,5978,2064,9H,27,economy
2619,2466,2065,1F,141,economy
6132,918,2065,7G,141,economy
2173,7975,2066,10E,70,economy
4033,1630,2066,27E,470,business
3371,1402,2067,36A,456,business
7145,4194,2067,29B,456,business
4457,6358,2068,4B,32,economy
2324,2987,2068,4A,32,economy
1893,7895,2069,10D,21,economy
6207,8091,2069,40B,421,business
7787,4079,2070,9C,278,economy
1596,272,2070,1B,278,economy
3097,3902,2071,24J,479,business
6607,537,2071,10G,79,economy
1084,3959,2072,6C,76,economy
5533,3583,2072,3C,76,economy
4799,1159,2073,28F,513,business
403,2519,2073,39I,513,business
1717,3752,2074,1D,192,economy
7373,2755,2074,43F,592,business
4387,3458,2075,44F,960,business
808,4339,2075,13D,960,business
562,4862,2076,3G,216,economy
7501,7376,2076,4B,216,economy
7628,147,2077,34J,550,business
5730,3906,2077,9D,150,economy
6173,5439,2078,29E,516,business
133,2464,2078,16G,516,business
3521,7745,2079,10E,20,economy
2981,3160,2079,5E,20,economy
6753,7717,2080,17D,482,business
452,2465,2080,4E,82,economy
8109,3797,2081,38B,432,business
1511,814,2081,8I,32,economy
3259,5786,2082,35J,412,business
6752,5605,2082,10B,12,economy
976,371,2083,12G,442,business
5671,7162,2083,14I,442,business
479,965,2084,9G,129,economy
5193,5246,2084,8J,129,economy
7408,1647,2085,9E,85,economy
3615,7057,2085,4B,85,economy
6341,7471,2086,24B,732,business
6614,6430,2086,5B,332,economy
4679,1891,2087,24C,438,business
3397,2188,2087,40D,438,business
3903,6948,2088,7H,251,economy
2871,1364,2088,1A,251,economy
5647,227,2089,42G,580,business
2454,2857,2089,2E,180,economy
1565,2775,2090,36D,557,business
3114,7406,2090,16G,557,business
7032,1077,2091,5H,793,economy
979,7679,2091,7A,793,economy
6492,1767,2092,2C,195,economy
7916,3527,2092,8B,195,economy
3597,4678,2093,5H,82,economy
7128,2913,2093,9D,82,economy
5011,1853,2094,1E,168,economy
97,6777,2094,2D,168,economy
2691,4213,2095,40E,447,business
6721,4272,2095,1I,47,economy
8039,7952,2096,2B,32,economy
7537,3401,2096,3G,32,economy
323,7871,2097,38I,454,business
4193,2551,2097,10C,54,economy
2804,7634,2098,22H,449,business
7139,2748,2098,18A,449,business
347,6520,2099,7I,65,economy
2615,1652,2099,37D,465,business
6613,2074,2100,10I,42,economy
1810,1326,2100,9I,42,economy
4236,6073,2101,16G,505,business
2912,3580,2101,5A,105,economy
309,7356,2102,28J,455,business
6880,2909,2102,34I,455,business
2647,1250,2103,23G,497,business
2133,3846,2103,1E,97,economy
1233,2257,2104,1E,429,economy
4916,4830,2104,17J,829,business
7933,3756,2105,18C,440,business
6065,5010,2105,41C,440,business
5669,5446,2106,40E,762,business
5182,4950,2106,9D,362,economy
3659,6961,2107,6B,336,economy
70,6043,2107,32I,736,business
2084,1591,2108,4H,987,economy
7217,5694,2108,10I,987,economy
3460,1869,2109,17C,865,business
6940,6296,2109,10C,465,economy
4535,8008,2110,10C,36,economy
1144,1301,2110,17C,436,business
5608,8057,2111,13E,459,business
656,7576,2111,31C,459,business
5793,1702,2112,44E,571,business
3126,1740,2112,39F,571,business
4483,4505,2113,8C,858,economy
4504,1090,2113,5G,858,economy
6148,5325,2114,39F,473,business
3180,4922,2114,9I,73,economy
6699,5840,2115,1G,59,economy
6206,1160,2115,36J,459,business
6403,1737,2116,13J,499,business
5345,7305,2116,23C,499,business
4471,5949,2117,3J,337,economy
65,2697,2117,12A,737,business
2567,5994,2118,21A,461,business
1312,1467,2118,42E,461,business
1340,7212,2119,9I,432,economy
6928,3376,2119,23E,832,business
2379,1140,2120,25C,421,business
5578,4526,2120,31A,421,business
7504,254,2121,8I,243,economy
1580,3858,2121,9J,243,economy
7801,7350,2122,23E,529,business
2644,467,2122,9B,129,economy
7358,5079,2123,1J,193,economy
2781,7193,2123,18B,593,business
6545,663,2124,15A,473,business
1772,3834,2124,10D,73,economy
6936,5742,2125,12H,817,business
5056,7122,2125,31J,817,business
3166,5445,2126,10G,54,economy
4529,6334,2126,18H,454,business
4948,3089,2127,6I,834,economy
3410,5274,2127,17I,1234,business
4025,5233,2128,13F,609,business
435,7442,2128,2J,209,economy
4250,6068,2129,25G,609,business
5593,8035,2129,1C,209,economy
5916,4164,2130,32A,459,business
3786,1963,2130,6E,59,economy
6135,3402,2131,33D,680,business
4238,1825,2131,7F,280,economy
158,7900,2132,2A,100,economy
6212,952,2132,5G,100,economy
295,6601,2133,4C,429,economy
2566,6042,2133,3E,429,economy
6608,7314,2134,8C,31,economy
4185,5936,2134,38D,431,business
5885,4955,2135,4H,133,economy
154,6397,2135,34B,533,business
3830,6663,2136,38D,515,business
2265,7229,2136,2F,115,economy
5106,6188,2137,10G,125,economy
965,866,2137,7F,125,economy
7067,344,2138,9J,249,economy
2,7826,2138,9F,249,economy
2200,4208,2139,19H,427,business
2238,6386,2139,33G,427,business
4113,7711,2140,38G,510,business
3380,1923,2140,1A,110,economy
4083,8122,2141,28A,477,business
5985,6905,2141,9B,77,economy
2320,5178,2142,5B,186,economy
5530,19,2142,40B,586,business
3441,3933,2143,39C,426,business
594,2378,2143,39H,426,business
7043,4751,2144,11A,429,business
1725,6576,2144,1E,29,economy
4489,7146,2145,39J,566,business
2616,7869,2145,4H,166,economy
6034,7143,2146,14A,556,business
2552,6510,2146,34A,556,business
919,6788,2147,43C,463,business
6713,2186,2147,37H,463,business
1221,461,2148,5C,63,economy
5690,7868,2148,4F,63,economy
4557,1416,2149,10I,215,economy
2171,6051,2149,6F,215,economy
969,4039,2150,4B,68,economy
5952,1307,2150,3H,68,economy
6005,6846,2151,32H,486,business
8112,895,2151,6J,86,economy
7472,2386,2152,37I,464,business
54,6573,2152,35D,464,business
1007,4628,2153,5J,115,economy
6322,3113,2153,18H,515,business
6593,7124,2154,2D,10,economy
7170,5598,2154,9C,10,economy
6469,2128,2155,7C,45,economy
699,3399,2155,10B,45,economy
2536,3166,2156,9G,258,economy
1791,573,2156,18A,658,business
3287,5313,2157,10B,144,economy
1228,5155,2157,1A,144,economy
6922,5134,2158,24G,464,business
2376,3003,2158,11A,464,business
6783,59,2159,6H,48,economy
2236,997,2159,3I,48,economy
8161,7818,2160,5B,44,economy
6335,6691,2160,5A,44,economy
5059,2984,2161,5A,73,economy
4546,5880,2161,29E,473,business
5209,1318,2162,5C,140,economy
6535,7665,2162,7A,140,economy
5787,1263,2163,2G,51,economy
3917,1782,2163,30A,451,business
622,5234,2164,11C,413,business
5070,7678,2164,1I,13,economy
5346,6418,2165,7H,78,economy
3506,4994,2165,27J,478,business
2668,2914,2166,40A,456,business
4265,6445,2166,34D,456,business
7757,7708,2167,11A,537,business
4999,5989,2167,3C,137,economy
5427,898,2168,7J,625,economy
1739,3711,2168,18J,1025,business
4122,5753,2169,13I,507,business
1522,7874,2169,42I,507,business
5626,2893,2170,4F,41,economy
5642,531,2170,44C,441,business
7595,1836,2171,29I,526,business
5955,6699,2171,36C,526,business
4013,3495,2172,12D,552,business
950,5901,2172,14F,552,business
6395,8133,2173,2D,269,economy
620,5396,2173,5A,269,economy
2769,6626,2174,12J,541,business
488,7069,2174,3J,141,economy
7439,4560,2175,9E,32,economy
5760,5122,2175,6J,32,economy
2808,3308,2176,20H,435,business
5747,6644,2176,6I,35,economy
7181,2054,2177,21D,473,business
4485,6824,2177,32J,473,business
5680,1384,2178,9H,21,economy
1736,1590,2178,11H,421,business
3326,7,2179,24A,425,business
2294,7862,2179,3G,25,economy
1923,5412,2180,8I,285,economy
727,6383,2180,34I,685,business
7534,8036,2181,39B,514,business
6406,7938,2181,5A,114,economy
4580,6240,2182,1A,161,economy
3558,4173,2182,35J,561,business
1738,1619,2183,40B,594,business
5723,5988,2183,3C,194,economy
7929,298,2184,4C,269,economy
7482,4995,2184,18A,669,business
364,4720,2185,32D,697,business
3697,603,2185,15H,697,business
2956,6079,2186,9A,18,economy
4566,2949,2186,19G,418,business
191,2375,2187,11J,439,business
480,4269,2187,17D,439,business
3034,5440,2188,2B,174,economy
6010,6186,2188,5G,174,economy
8154,237,2189,34G,653,business
2291,1462,2189,1A,253,economy
3750,7571,2190,43F,431,business
4035,6363,2190,3G,31,economy
3448,3643,2191,23A,503,business
1113,692,2191,36D,503,business
5320,7049,2192,25B,468,business
4532,3266,2192,2H,68,economy
1884,2932,2193,1D,114,economy
147,611,2193,6G,114,economy
6256,351,2194,3C,153,economy
2778,5442,2194,35D,553,business
7968,3951,2195,29I,462,business
2013,5849,2195,38J,462,business
3136,138,2196,6D,29,economy
4503,7061,2196,5I,29,economy
2166,1628,2197,1I,209,economy
6735,2433,2197,9D,209,economy
8162,4273,2198,15E,480,business
4706,5659,2198,5C,80,economy
4027,6557,2199,2J,203,economy
7865,6179,2199,14D,603,business
1921,5943,2200,10C,290,economy
725,1517,2200,2F,290,economy
2252,4098,2201,29H,511,business
4416,277,2201,9J,111,economy
7246,6679,2202,3H,92,economy
6177,1091,2202,19G,492,business
5349,5748,2203,1B,443,economy
4831,4223,2203,24G,843,business
7835,776,2204,19E,485,business
1888,6075,2204,10B,85,economy
1701,3169,2205,15D,657,business
6251,7827,2205,7I,257,economy
7764,3440,2206,1F,270,economy
4487,488,2206,9B,270,economy
3942,6480,2207,5G,47,economy
876,2231,2207,5F,47,economy
1727,6405,2208,4B,442,economy
3033,5150,2208,5B,442,economy
735,425,2209,22H,561,business
255,8116,2209,5D,161,economy
8030,1856,2210,19D,515,business
6905,4361,2210,7G,115,economy
2433,256,2211,22J,597,business
7033,956,2211,22E,597,business
6258,2863,2212,18G,451,business
238,1397,2212,2E,51,economy
1969,4647,2213,26D,531,business
3850,7473,2213,34D,531,business
6623,1946,2214,25G,430,business
6911,7746,2214,9J,30,economy
534,5218,2215,29J,1009,business
3639,3087,2215,15B,1009,business
3062,1771,2216,42B,508,business
6327,678,2216,29I,508,business
1154,8022,2217,22I,513,business
5368,507,2217,10E,113,economy
3839,8087,2218,3J,164,economy
6526,7913,2218,35A,564,business
7998,2503,2219,4A,105,economy
2818,1037,2219,1E,105,economy
2742,2889,2220,38J,435,business
7621,5413,2220,8I,35,economy
6166,6898,2221,39D,466,business
6183,6114,2221,4A,66,economy
7639,3260,2222,5E,147,economy
7984,816,2222,4H,147,economy
1801,1576,2223,38D,1265,business
3897,1423,2223,17F,1265,business
439,5174,2224,15G,456,business
3274,4186,2224,25D,456,business
7558,4203,2225,3A,122,economy
5623,7914,2225,6E,122,economy
2037,3761,2226,3B,44,economy
836,1203,2226,25B,444,business
6898,4185,2227,34F,443,business
3682,479,2227,2I,43,economy
4202,7811,2228,10C,48,economy
2359,8015,2228,44J,448,business
7023,7177,2229,29D,534,business
4610,1137,2229,9A,134,economy
3036,1216,2230,43D,1048,business
1779,6306,2230,13B,1048,business
4048,5723,2231,7B,302,economy
7037,4000,2231,39E,702,business
1614,6979,2232,32D,474,business
6401,7775,2232,44E,474,business
311,809,2233,8E,63,economy
6356,3142,2233,10E,63,economy
1481,4974,2234,9F,177,economy
3020,6660,2234,26C,577,business
380,3032,2235,8A,76,economy
3724,1398,2235,38I,476,business
1965,192,2236,43J,452,business
3829,3027,2236,4J,52,economy
6538,690,2237,3C,78,economy
790,5741,2237,2I,78,economy
6142,7977,2238,40D,621,business
6156,5727,2238,32I,621,business
1998,5015,2239,4A,58,economy
5746,7614,2239,11J,458,business
8068,680,2240,18E,522,business
7586,5836,2240,12G,522,business
2190,5874,2241,4C,37,economy
5389,5580,2241,17H,437,business
2210,802,2242,2C,43,economy
5682,4352,2242,38H,443,business
443,3008,2243,5A,87,economy
2195,5418,2243,28B,487,business
3921,2907,2244,9F,158,economy
3447,6741,2244,5C,158,economy
6200,7247,2245,4G,525,economy
5657,1482,2245,41D,925,business
7454,6668,2246,32E,588,business
2290,4733,2246,3E,188,economy
5319,145,2247,2B,497,economy
5586,7231,2247,9G,497,economy
7367,3616,2248,35D,678,business
6808,2594,2248,1A,278,economy
8189,5241,2249,43E,837,business
2284,1819,2249,6H,437,economy
7266,4898,2250,15F,578,business
3503,5645,2250,37B,578,business
4812,1288,2251,1J,158,economy
1650,6593,2251,4I,158,economy
7873,8172,2252,6H,14,economy
7627,5216,2252,6C,14,economy
8092,1547,2253,6I,99,economy
5964,5847,2253,38A,499,business
7427,1781,2254,21B,524,business
6581,5272,2254,29H,524,business
81,6250,2255,33A,432,business
5821,3444,2255,2F,32,economy
4291,1110,2256,11H,448,business
3241,1536,2256,26A,448,business
7162,3566,2257,7H,137,economy
5791,1755,2257,7D,137,economy
929,1792,2258,39B,448,business
2157,6779,2258,10A,48,economy
4832,1445,2259,13B,482,business
3244,6591,2259,14G,482,business
2226,2094,2260,30B,654,business
6793,6884,2260,27E,654,business
7,2718,2261,32A,1106,business
3871,7681,2261,15I,1106,business
7535,5927,2262,14H,1138,business
2652,6055,2262,7E,738,economy
4272,341,2263,40G,477,business
3760,4897,2263,13J,477,business
5164,323,2264,8E,111,economy
7366,2351,2264,1I,111,economy
4030,6181,2265,6D,87,economy
2443,7276,2265,6I,87,economy
4495,1718,2266,3J,136,economy
7212,3470,2266,28F,536,business
1424,6053,2267,1F,89,economy
7029,3075,2267,43I,489,business
7907,490,2268,24J,438,business
7962,1512,2268,16E,438,business
6994,3264,2269,3B,63,economy
5385,2047,2269,15D,463,business
3155,5139,2270,26G,607,business
4783,3414,2270,26F,607,business
7799,5128,2271,5F,131,economy
6155,683,2271,5H,131,economy
7505,5817,2272,41I,432,business
5302,910,2272,38H,432,business
6644,6983,2273,5A,76,economy
1354,5981,2273,1J,76,economy
6393,4031,2274,31B,458,business
2650,5099,2274,15D,458,business
1931,3198,2275,8A,1031,economy
1476,8126,2275,7B,1031,economy
42,7360,2276,7E,101,economy
2309,3610,2276,5F,101,economy
1388,4501,2277,41C,470,business
7560,5843,2277,43E,470,business
1653,70,2278,19B,651,business
6192,4456,2278,23B,651,business
7661,4582,2279,10D,47,economy
4140,4542,2279,30H,447,business
4074,4666,2280,30C,670,business
3596,3310,2280,4H,270,economy
6315,1697,2281,29A,445,business
6070,3369,2281,33H,445,business
8022,5625,2282,9A,34,economy
1093,4180,2282,3F,34,economy
7260,1649,2283,10A,84,economy
1133,5835,2283,8I,84,economy
5129,7334,2284,8A,282,economy
1940,1762,2284,4H,282,economy
5216,6228,2285,29D,1169,business
2543,7015,2285,32B,1169,business
6761,1610,2286,4B,57,economy
1719,1749,2286,6F,57,economy
7216,6398,2287,8C,110,economy
5841,7222,2287,14I,510,business
4985,7306,2288,3G,49,economy
3924,7532,2288,10B,49,economy
2438,563,2289,11F,664,business
7612,4309,2289,5G,264,economy
7906,1656,2290,17C,585,business
7994,7178,2290,5B,185,economy
1695,6873,2291,9F,121,economy
2987,2966,2291,7G,121,economy
4174,7271,2292,25F,642,business
2857,3025,2292,4I,242,economy
1213,6028,2293,8I,135,economy
1018,4792,2293,38F,535,business
6038,7234,2294,7F,261,economy
264,1494,2294,3C,261,economy
7309,1246,2295,21A,431,business
437,7702,2295,10F,31,economy
2689,4130,2296,32F,922,business
4288,2487,2296,18F,922,business
1506,2174,2297,5C,558,economy
1291,3574,2297,8H,558,economy
4835,1639,2298,6J,442,economy
1909,701,2298,3I,442,economy
1206,4561,2299,3G,270,economy
5679,6077,2299,31I,670,business
1502,4780,2300,19A,440,business
7401,6236,2300,1D,40,economy
7593,5339,2301,4H,55,economy
964,5966,2301,3F,55,economy
6277,5312,2302,11D,1198,business
1991,4056,2302,8H,798,economy
4725,3314,2303,7G,167,economy
2056,2306,2303,18A,567,business
1461,7992,2304,7J,160,economy
6508,5713,2304,4J,160,economy
751,4593,2305,20F,901,business
7455,5061,2305,42I,901,business
922,5678,2306,34J,491,business
3504,5683,2306,40G,491,business
7550,933,2307,9H,15,economy
5085,7519,2307,7G,15,economy
690,1722,2308,6F,70,economy
7883,4047,2308,2F,70,economy
7088,4948,2309,7C,123,economy
4148,3409,2309,34D,523,business
6415,333,2310,1J,674,economy
914,4187,2310,8I,674,economy
6077,5307,2311,29F,584,business
4182,5841,2311,33G,584,business
2424,5816,2312,29F,671,business
3770,8100,2312,5J,271,economy
4633,5092,2313,36F,571,business
503,6720,2313,18B,571,business
3201,7284,2314,1G,152,economy
935,5941,2314,22C,552,business
2183,7773,2315,33C,519,business
3539,6701,2315,8G,119,economy
3808,5460,2316,3J,53,economy
7352,410,2316,24D,453,business
3896,3577,2317,2B,32,economy
2863,2130,2317,7A,32,economy
3413,1799,2318,3I,42,economy
1319,350,2318,27H,442,business
3369,293,2319,10B,610,economy
6842,5739,2319,18E,1010,business
8097,6726,2320,3D,251,economy
3563,6380,2320,3G,251,economy
4111,8139,2321,12F,623,business
5714,6671,2321,9C,223,economy
7950,5578,2322,3G,28,economy
7747,4693,2322,16B,428,business
6855,1765,2323,30I,426,business
829,5736,2323,4H,26,economy
566,5755,2324,3C,268,economy
3672,4791,2324,15A,668,business
953,2392,2325,3A,12,economy
2720,1557,2325,36E,412,business
4682,5940,2326,19E,658,business
818,734,2326,31B,658,business
2883,2782,2327,2I,93,economy
7784,5121,2327,44I,493,business
2561,1703,2328,8A,263,economy
52,6227,2328,40C,663,business
2353,1464,2329,8A,181,economy
7220,1690,2329,14B,581,business
2699,7331,2330,24F,642,business
7858,494,2330,33H,642,business
2182,3309,2331,1A,324,economy
1712,4204,2331,26C,724,business
5478,2772,2332,9A,120,economy
16,3058,2332,14C,520,business
4777,5285,2333,39G,467,business
2117,4439,2333,23I,467,business
4693,310,2334,4E,81,economy
43,7644,2334,7A,81,economy
6560,8077,2335,7E,206,economy
19,1496,2335,18I,606,business
2721,4624,2336,9E,220,economy
8086,4466,2336,20C,620,business
2502,2142,2337,42A,463,business
7711,2026,2337,17F,463,business
678,1751,2338,40G,584,business
5924,4281,2338,28D,584,business
3873,6652,2339,43H,1220,business
827,7282,2339,30D,1220,business
4563,8019,2340,29J,462,business
1433,5622,2340,5A,62,economy
4307,1796,2341,31I,641,business
6464,5029,2341,34C,641,business
6090,4754,2342,44G,424,business
1091,2159,2342,43G,424,business
634,1585,2343,39B,594,business
3492,7545,2343,21D,594,business
3754,5640,2344,1D,145,economy
3532,4067,2344,11I,545,business
1989,8136,2345,11I,583,business
6525,1898,2345,11B,583,business
7954,6392,2346,36I,738,business
7750,7809,2346,1H,338,economy
2115,576,2347,33H,450,business
4241,542,2347,6E,50,economy
3186,5916,2348,34B,462,business
5598,7349,2348,3A,62,economy
2068,5529,2349,6A,50,economy
4197,5338,2349,34E,450,business
5179,7795,2350,7H,78,economy
3862,465,2350,41I,478,business
5969,7731,2351,7H,36,economy
2246,3100,2351,10H,36,economy
7422,2657,2352,10G,52,economy
807,69,2352,43I,452,business
7311,5480,2353,8C,83,economy
3792,3987,2353,15E,483,business
327,4562,2354,9G,59,economy
5281,4525,2354,10I,59,economy
6188,5426,2355,7D,89,economy
2697,4904,2355,25H,489,business
1429,6345,2356,12I,489,business
187,7273,2356,4B,89,economy
4645,7764,2357,17I,683,business
7425,7029,2357,1D,283,economy
5539,926,2358,31I,1238,business
3676,7567,2358,23J,1238,business
2638,2684,2359,5G,89,economy
5581,3380,2359,8H,89,economy
2940,2724,2360,2J,63,economy
1413,5654,2360,31H,463,business
4575,2050,2361,19I,486,business
1933,977,2361,30E,486,business
2054,5921,2362,19H,450,business
7763,5200,2362,5I,50,economy
1344,2443,2363,26D,1285,business
4220,266,2363,5I,885,economy
2471,404,2364,7F,465,economy
1022,4225,2364,16B,865,business
2241,4161,2365,3F,59,economy
276,61,2365,5C,59,economy
5993,7076,2366,18C,431,business
4681,7785,2366,7F,31,economy
7259,3533,2367,38J,573,business
6705,3140,2367,9B,173,economy
7713,6508,2368,44A,412,business
1783,2598,2368,5J,12,economy
3182,4421,2369,16C,682,business
3202,3104,2369,9D,282,economy
3709,4259,2370,33H,834,business
5325,5125,2370,5A,434,economy
5695,1038,2371,25F,418,business
250,7342,2371,5C,18,economy
4472,7291,2372,8E,264,economy
2872,5876,2372,1A,264,economy
2649,4513,2373,3A,95,economy
2401,4637,2373,40H,495,business
6238,4901,2374,32E,529,business
2209,6800,2374,5F,129,economy
2511,12,2375,14J,599,business
7094,629,2375,29I,599,business
697,7832,2376,25G,429,business
5407,7583,2376,41C,429,business
4692,694,2377,6C,176,economy
7475,4237,2377,14E,576,business
3785,4110,2378,13D,440,business
5931,661,2378,15B,440,business
7886,4348,2379,4G,58,economy
3554,8148,2379,8C,58,economy
1838,5485,2380,36D,558,business
5023,4485,2380,5G,158,economy
3319,1834,2381,31G,435,business
247,368,2381,1E,35,economy
5312,7934,2382,44J,583,business
4528,3594,2382,27G,583,business
824,6465,2383,21C,447,business
556,8086,2383,8B,47,economy
2618,2158,2384,28G,422,business
4767,2065,2384,40J,422,business
4184,5106,2385,3J,86,economy
3428,6254,2385,12J,486,business
2810,1961,2386,6G,261,economy
5229,811,2386,2B,261,economy
7242,7814,2387,3C,72,economy
3476,6273,2387,8G,72,economy
7581,667,2388,10A,82,economy
2729,4065,2388,10C,82,economy
5796,1041,2389,2I,13,economy
3673,4744,2389,3H,13,economy
1467,7365,2390,8D,65,economy
477,6848,2390,3C,65,economy
5219,5355,2391,7G,123,economy
2009,1609,2391,10H,123,economy
7179,768,2392,22A,507,business
3427,4860,2392,5D,107,economy
4600,2785,2393,20G,467,business
4092,5862,2393,22F,467,business
5522,755,2394,24J,425,business
316,4077,2394,9I,25,economy
6514,7307,2395,9E,221,economy
249,3765,2395,9H,221,economy
8095,6798,2396,10I,103,economy
4619,3462,2396,1D,103,economy
4408,2757,2397,9H,196,economy
6540,2763,2397,35J,596,business
7992,5660,2398,6D,14,economy
1279,6736,2398,5I,14,economy
2057,4227,2399,8F,96,economy
6620,8171,2399,33F,496,business
7631,8092,2400,6J,128,economy
5702,64,2400,10J,128,economy
5308,7857,2401,1H,132,economy
2380,4015,2401,2D,132,economy
7211,4325,2402,5B,29,economy
5839,6503,2402,6D,29,economy
6634,1481,2403,7F,269,economy
88,5304,2403,5D,269,economy
717,7638,2404,36A,531,business
220,4848,2404,6I,131,economy
2578,295,2405,1G,41,economy
2334,6807,2405,34D,441,business
4522,4491,2406,7D,80,economy
6150,3660,2406,6H,80,economy
8099,1023,2407,6C,12,economy
3807,4459,2407,43A,412,business
4121,2502,2408,10B,34,economy
17,1804,2408,9E,34,economy
3171,2261,2409,23J,470,business
2400,2412,2409,27E,470,business
2657,3491,2410,1E,558,economy
2143,3861,2410,4E,558,economy
190,4975,2411,8D,641,economy
7642,251,2411,5F,641,economy
2678,1663,2412,18A,433,business
5889,6063,2412,21E,433,business
3518,4448,2413,31E,744,business
428,1291,2413,8C,344,economy
2458,3863,2414,4F,26,economy
7900,4893,2414,5G,26,economy
6557,945,2415,8D,47,economy
5238,829,2415,20F,447,business
8061,3940,2416,5G,113,economy
3507,2919,2416,3B,113,economy
1850,120,2417,43G,529,business
1866,5869,2417,2B,129,economy
6444,1572,2418,4C,111,economy
3536,1723,2418,4B,111,economy
481,2215,2419,44C,458,business
2780,8021,2419,5B,58,economy
5452,1383,2420,40G,490,business
2283,7393,2420,9A,90,economy
6967,399,2421,6F,69,economy
6438,3705,2421,40G,469,business
7233,7907,2422,15E,473,business
6678,5802,2422,1F,73,economy
2124,7338,2423,22D,425,business
3722,7168,2423,36J,425,business
7708,4832,2424,32F,473,business
6849,616,2424,9D,73,economy
3208,2431,2425,34J,749,business
2422,3460,2425,18A,749,business
7219,1089,2426,5D,23,economy
1360,98,2426,33A,423,business
1122,2955,2427,15I,438,business
3478,445,2427,7D,38,economy
227,63,2428,2B,102,economy
1732,4306,2428,10F,102,economy
7680,7453,2429,10D,99,economy
793,4140,2429,9F,99,economy
